date, pm25, pm10, o3, no2, so2, co
2014/8/5, , 11, 21, 8, , 
2014/8/6, , 16, 21, 10, 1, 2
2014/8/7, , 14, 26, 16, 3, 3
2014/8/8, , 17, 25, 9, 1, 2
2014/8/9, , 16, 18, 5, 1, 2
2014/8/10, , 22, 27, 6, 1, 2
2014/8/11, , 25, 23, 12, 1, 3
2014/8/12, , 20, 51, 13, 3, 4
2014/8/13, , 21, 32, 19, 2, 6
2014/8/14, , 51, 14, 6, , 2
2014/8/15, , 17, 18, 8, 1, 3
2014/8/16, , 18, 11, 8, 1, 3
2014/8/17, , 35, 23, 13, 2, 3
2014/8/18, , 18, 22, 10, , 2
2014/8/19, , 12, 42, 25, 5, 4
2014/8/20, , 27, 41, 23, 3, 4
2014/8/21, , 26, 27, 25, 6, 4
2014/8/22, , 29, 13, 10, 1, 2
2014/8/23, , 9, 26, 13, 2, 3
2014/8/24, , 12, 28, 17, 2, 4
2014/8/25, , 22, 24, 20, 2, 5
2014/8/26, , 32, 18, 11, , 3
2014/8/27, , 9, 11, 13, , 
2014/8/28, , 7, 17, 12, 1, 3
2014/8/29, , 8, 29, 6, , 2
2014/8/30, , 7, 28, 6, 1, 2
2014/8/31, , 9, 18, 12, , 2
2014/9/1, , 9, 37, 14, 1, 3
2014/9/2, , 8, 29, 12, 2, 3
2014/9/3, , 13, 23, 19, 2, 4
2014/9/4, , 14, 19, 14, 2, 3
2014/9/5, , 15, 38, 16, 2, 4
2014/9/6, , 33, 27, 6, 1, 3
2014/9/7, , 15, 21, 16, 1, 4
2014/9/8, , 19, 34, 9, , 3
2014/9/9, , 16, 25, 20, 4, 5
2014/9/10, , 20, 12, 23, 1, 4
2014/9/11, , 20, 35, 18, 3, 4
2014/9/12, , 14, 32, 15, 2, 3
2014/9/13, , 14, 36, 9, 4, 3
2014/9/14, , 10, 35, 13, 3, 4
2014/9/15, , 11, 38, 20, 3, 4
2014/9/16, , 22, 31, 10, 2, 3
2014/9/17, , 14, 28, 9, , 2
2014/9/18, , 10, 28, 20, 2, 3
2014/9/19, , 11, 23, 13, 1, 3
2014/9/20, , 12, 39, 10, 5, 3
2014/9/21, , 13, 43, 21, 3, 4
2014/9/22, , 18, 41, 13, 5, 3
2014/9/23, , 14, 22, 23, 2, 4
2014/9/24, , 21, 28, 12, 2, 3
2014/9/25, , 16, 36, 8, , 2
2014/9/26, , 8, 31, 6, 1, 2
2014/9/27, , 13, 31, 6, 1, 2
2014/9/28, , 17, 46, 13, 7, 4
2014/9/29, , 20, 49, 24, 4, 4
2014/9/30, , 26, 19, 16, 1, 4
2014/4/1, , 13, 28, 25, 2, 4
2014/4/2, , 14, 13, 23, 1, 4
2014/4/3, , 10, 38, 14, 1, 3
2014/4/4, , 8, 32, 10, 2, 4
2014/4/5, , 6, 36, 6, 1, 3
2014/4/6, , 8, 33, 15, 2, 3
2014/4/7, , 10, 37, 41, 4, 5
2014/4/8, , 31, 43, 22, 2, 4
2014/4/9, , 29, 54, 19, 1, 4
2014/4/10, , 27, 43, 10, 1, 3
2014/4/11, , 16, 44, 9, 2, 3
2014/4/12, , 18, 46, 14, 2, 3
2014/4/13, , 18, 37, 17, 2, 3
2014/4/14, , 14, 51, 20, 1, 3
2014/4/15, , 17, 53, 25, 6, 5
2014/4/16, , 37, 49, 21, 2, 4
2014/4/17, , 33, 29, 14, 1, 3
2014/4/18, , 22, , , , 
2014/4/21, , 22, 24, 21, 1, 4
2014/4/22, , 17, 47, 17, 2, 3
2014/4/23, , 19, 48, 19, 2, 5
2014/4/24, , 22, 46, 24, 2, 4
2014/4/25, , 26, 48, 21, 3, 4
2014/4/26, , 23, 48, 10, 3, 3
2014/4/27, , 17, 44, 13, 1, 3
2014/4/28, , 14, 40, 16, 2, 3
2014/4/29, , 21, 32, 20, 1, 3
2014/4/30, , 22, 36, 12, 1, 3
2014/5/1, , 19, 41, 17, 2, 3
2014/5/2, , 16, 56, 17, 3, 4
2014/5/3, , 29, 50, 5, 1, 3
2014/5/4, , 17, 53, 9, 1, 3
2014/5/5, , 25, 43, 5, , 
2014/5/6, , 16, 39, 17, 2, 3
2014/5/7, , 18, 40, 13, 1, 3
2014/5/8, , 17, 44, 13, 1, 3
2014/5/9, , 13, 52, 8, 1, 3
2014/5/10, , 13, 53, 8, 2, 4
2014/5/11, , 12, 45, 11, 2, 3
2014/5/12, , 13, 39, 17, 1, 3
2014/5/13, , 14, 42, 29, 4, 6
2014/5/14, , 32, 47, 15, 2, 3
2014/5/15, , 27, 44, 14, 1, 3
2014/5/16, , 17, 52, 7, 1, 3
2014/5/17, , 6, 49, 10, 2, 3
2014/5/18, , 9, 53, 16, 3, 4
2014/5/19, , 17, 49, 29, 5, 5
2014/5/20, , 33, 30, 11, 1, 3
2014/5/21, , 17, 34, 23, 2, 4
2014/5/22, , 11, 37, 17, 2, 3
2014/5/23, , 13, 43, 14, 1, 3
2014/5/24, , 17, 37, 12, 2, 3
2014/5/25, , 23, 32, 10, 2, 3
2014/5/26, , 21, 32, 16, 2, 4
2014/5/27, , 10, 43, 25, 3, 5
2014/5/28, , 32, 44, 22, 4, 4
2014/5/29, , 40, 42, 32, 5, 4
2014/5/30, , 40, 83, 20, 3, 4
2014/5/31, , 48, 106, 13, 2, 4
2014/6/1, , 47, 93, 20, 4, 5
2014/6/2, , 51, 48, 12, 1, 4
2014/6/3, , 53, 38, 16, 5, 5
2014/6/4, , 45, 24, 11, 2, 3
2014/6/5, , 13, 24, 11, , 2
2014/6/6, , 5, 31, 7, , 2
2014/6/7, , 7, 25, 10, 1, 3
2014/6/8, , 9, 13, 20, 1, 4
2014/6/9, , 25, 20, 17, 2, 3
2014/6/10, , 21, 3, 16, 1, 3
2014/6/11, , 26, 19, 11, 1, 2
2014/6/12, , 6, 29, 23, 2, 4
2014/6/13, , 16, 46, 15, 3, 3
2014/6/14, , 13, 51, 9, 2, 3
2014/6/15, , 15, 53, 20, 3, 4
2014/6/16, , 35, 53, 28, 6, 5
2014/6/17, , 50, 28, 23, 4, 4
2014/6/18, , 38, 40, 13, 2, 3
2014/6/19, , 20, 41, 12, 1, 3
2014/6/20, , 19, 31, 16, 2, 3
2014/6/21, , 22, 23, 10, 2, 3
2014/6/22, , 12, 39, 17, 3, 3
2014/6/23, , 17, 25, 18, 1, 4
2014/6/24, , 22, 26, 23, 1, 5
2014/6/25, , 25, 28, 18, 2, 3
2014/6/26, , 17, 24, 16, 2, 3
2014/6/27, , 10, 19, 11, , 2
2014/6/28, , 7, 28, 6, 1, 2
2014/6/29, , 7, 23, 13, 1, 3
2014/6/30, , 13, 45, 14, 2, 3
2014/2/7, , 8, 24, 11, 1, 3
2014/2/8, , 6, 28, 6, , 2
2014/2/9, , 1, 26, 14, 1, 3
2014/2/10, , 10, 24, 10, 1, 3
2014/2/11, , 6, 23, 12, 1, 2
2014/2/12, , 5, 23, 28, 2, 4
2014/2/13, , 8, 21, 18, 1, 3
2014/2/14, , 9, 27, 7, , 2
2014/2/15, , 2, 34, 5, 2, 3
2014/2/16, , 13, 31, 16, 2, 4
2014/2/17, , 21, 31, 8, 1, 3
2014/2/18, , 8, 29, 10, , 3
2014/2/19, , 8, 21, 24, 2, 4
2014/2/20, , 18, 30, 12, 1, 3
2014/2/21, , 11, 30, 11, , 3
2014/2/22, , 6, 28, 11, 2, 3
2014/2/23, , 10, 22, 20, 2, 4
2014/2/24, , 13, 31, 37, 4, 5
2014/2/25, , 32, 25, 32, 8, 6
2014/2/26, , 45, 12, 38, 2, 7
2014/2/27, , 54, 32, 26, 3, 6
2014/2/28, , 38, 22, 18, 1, 5
2014/3/1, , 31, 24, 9, 1, 4
2014/3/2, , 12, 28, 11, , 3
2014/3/3, , 7, 25, 19, 3, 4
2014/3/4, , 13, 24, 29, 1, 5
2014/3/5, , 22, 31, 7, 1, 3
2014/3/6, , 8, 27, 14, 1, 3
2014/3/7, , 8, 28, 18, 1, 4
2014/3/8, , 10, 28, 18, 3, 4
2014/3/9, , 11, 29, 10, 1, 4
2014/3/10, , 9, 26, 16, 1, 3
2014/3/11, , 7, 37, 37, 5, 6
2014/3/12, , 32, 21, 27, 1, 5
2014/3/13, , 38, 28, 14, , 3
2014/3/14, , 5, 30, 17, 2, 4
2014/3/15, , 12, 45, 14, 2, 4
2014/3/16, , 21, 36, 24, 4, 6
2014/3/17, , 38, 36, 21, 1, 4
2014/3/18, , 28, 35, 14, 1, 3
2014/3/19, , 17, 20, 19, 1, 3
2014/3/20, , 9, 32, 7, , 3
2014/3/21, , 3, 30, 9, 1, 3
2014/3/22, , 4, 40, 8, 1, 4
2014/3/23, , 11, 43, 21, 3, 4
2014/3/24, , 18, 38, 30, 3, 4
2014/3/25, , 29, 28, 27, 5, 4
2014/3/26, , 23, 27, 21, 1, 4
2014/3/27, , 31, 30, 34, 3, 5
2014/3/28, , 25, 41, 20, 1, 4
2014/3/29, , 22, 36, 14, , 3
2014/3/30, , 14, 46, 5, 1, 3
2014/3/31, , 6, 35, 18, 4, 3
2015/11/3, , , 18, , 2, 3
2015/7/9, , , 35, 28, 3, 3
2015/8/16, , , 12, 21, 1, 2
2015/5/10, , , 36, 20, 1, 2
2014/12/31, , , 25, 5, 1, 2
2015/1/11, , , 21, 10, , 2
2014/12/7, , , 1, 42, 1, 6
2014/12/14, , , 13, 18, , 3
2014/8/3, , , 13, 8, , 2
2014/4/20, , , 29, 24, 1, 4
2014/2/6, , , 19, 16, 5, 3
2014/12/13, , , , 12, , 3
